workspace_id,category_name,document_id,dataset,text,uri,element_metadata,label,label_type
heidloff_net,WatsonEmbed,page2_elem3,heidloff_net,IBM Watson Assistant is a SaaS offering from IBM to build conversational user experiences.,heidloff_net-page2_elem3-1,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem3,heidloff_net,* Deploying TechZone Toolkit Modules on existing Clusters [http://heidloff.net/article/deploying-techzone-toolkit-modules-on-existing-clusters/],heidloff_net-page1_elem3-31,{},False,Standard
heidloff_net,WatsonEmbed,page6_elem8,heidloff_net,Since running this code locally saves the remote calls to servers the performance is amazing!,heidloff_net-page6_elem8-3,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem1,heidloff_net,Invoke Watson NLP via REST:,heidloff_net-page1_elem1-57,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem8,heidloff_net,The post Training TensorFlow.js Models with IBM Watson [http://heidloff.net/article/tensorflowjs-ibm-watson-web-browsers-dl] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page6_elem8-5,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem5,heidloff_net,FROM cp.icr.io/cp/ai/watson-tts-en-us-michaelv3voice:1.0.0 AS en-us-voice,heidloff_net-page2_elem5-38,{},True,Standard
heidloff_net,WatsonEmbed,page7_elem6,heidloff_net,Developing protected Serverless Web Applications.,heidloff_net-page7_elem6-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem8,heidloff_net,* Watson Text To Speech Model Catalog [https://www.ibm.com/docs/en/watson-libraries?topic=home-models-catalog],heidloff_net-page1_elem8-66,{},True,Standard
heidloff_net,WatsonEmbed,page4_elem4,heidloff_net,countReconcileLaunched.Inc(),heidloff_net-page4_elem4-63,{},False,Standard
heidloff_net,WatsonEmbed,page4_elem8,heidloff_net,int httpStatus = 200;,heidloff_net-page4_elem8-89,{},False,Standard
heidloff_net,WatsonEmbed,page5_elem7,heidloff_net,Configuring Webhooks for Kubernetes Operators.,heidloff_net-page5_elem7-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,Predefined Watson NLP models are available in the IBM image registry as init container images.,heidloff_net-page1_elem0-39,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem8,heidloff_net,Training TensorFlow.js Models with IBM Watson.,heidloff_net-page6_elem8-0,{},False,Standard
heidloff_net,WatsonEmbed,page6_elem2,heidloff_net,The post Training AI Models on Kubernetes [http://heidloff.net/article/training-ai-models-kubernetes-open-source] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page6_elem2-5,{},False,Standard
heidloff_net,WatsonEmbed,page5_elem2,heidloff_net,Change Evidence and Issue Management with DevSecOps.,heidloff_net-page5_elem2-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem5,heidloff_net,from watson_core.toolkit.quality_evaluation import QualityEvaluator EvalTypes,heidloff_net-page1_elem5-28,{},True,Standard
heidloff_net,WatsonEmbed,page3_elem4,heidloff_net,* Automation for Watson NLP deployments [https://github.com/IBM/watson-automation/],heidloff_net-page3_elem4-15,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem2,heidloff_net,- name: gitops_repo_host,heidloff_net-page2_elem2-29,{},False,Standard
heidloff_net,WatsonEmbed,page4_elem6,heidloff_net,var databaseOperatorScheme *runtime.Scheme,heidloff_net-page4_elem6-57,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem3,heidloff_net,I was only able to try it recently and was positively surprised how much the offering has evolved.,heidloff_net-page2_elem3-6,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,"ARG WATSON_RUNTIME_BASE=""cp.icr.io/cp/ai/watson-nlp-runtime:1.0.18""",heidloff_net-page1_elem0-28,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem3,heidloff_net,Guide to IBM Watson Libraries.,heidloff_net-page1_elem3-0,{},True,Standard
heidloff_net,WatsonEmbed,page8_elem4,heidloff_net,Many developers want to know whether they should use Serverless or Kubernetes to build cloud-native applications.,heidloff_net-page8_elem4-2,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem5,heidloff_net,There is a sample [https://github.com/ibm-build-lab/Watson-Speech/tree/main/single-container-tts] that describes how to run TTS with two speech models locally [https://www.ibm.com/docs/en/watson-libraries?topic=rc-run-docker-run].,heidloff_net-page2_elem5-16,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem5,heidloff_net,from watson_nlp.workflows.classification import Ensemble,heidloff_net-page1_elem5-27,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,IBM Watson NLP (Natural Language Understanding) and Watson Speech containers can be run locally on-premises or Kubernetes and OpenShift clusters.,heidloff_net-page1_elem0-1,{},True,Standard
heidloff_net,WatsonEmbed,page3_elem9,heidloff_net,Custom logic synchronizes the ‘to be state’ with the ‘as is state’.,heidloff_net-page3_elem9-19,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem3,heidloff_net,The new Watson Assistant is awesome.,heidloff_net-page2_elem3-0,{},False,Standard
heidloff_net,WatsonEmbed,page7_elem5,heidloff_net,Developing Polyglot Serverless Applications.,heidloff_net-page7_elem5-0,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem5,heidloff_net,COPY --chown=watson:0 --from=en-us-voice model/* /models/pool2/,heidloff_net-page2_elem5-52,{},True,Standard
heidloff_net,WatsonEmbed,page4_elem8,heidloff_net,Building Databases on Kubernetes with Quarkus.,heidloff_net-page4_elem8-0,{},False,Standard
heidloff_net,WatsonEmbed,page4_elem4,heidloff_net,github.com/prometheus/client_golang/prometheus,heidloff_net-page4_elem4-56,{},False,Standard
heidloff_net,WatsonEmbed,page3_elem4,heidloff_net,My team has implemented a Helm chart [https://github.com/IBM/watson-automation/blob/8973caa7f1a4eac6831ffa087c8a5ad1a9195728/documentation/NLPHelmChart.md] which makes it easy to deploy Watson NLP in Kubernetes environments like OpenShift.,heidloff_net-page3_elem4-17,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem5,heidloff_net,from watson_core.toolkit import fileio,heidloff_net-page1_elem5-25,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem2,heidloff_net,- name: ibm-ocp-vpc,heidloff_net-page2_elem2-19,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem3,heidloff_net,* Building custom IBM Watson NLP Images [http://heidloff.net/article/building-custom-ibm-watson-nlp-images-models/],heidloff_net-page1_elem3-27,{},True,Standard
heidloff_net,WatsonEmbed,page8_elem9,heidloff_net,The post Presentation how to create Alexa Skills with IBM Watson [http://heidloff.net/article/presentation-alexa-skills-watson] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page8_elem9-5,{},False,Standard
heidloff_net,WatsonEmbed,page3_elem5,heidloff_net,To start the container invoke this command in a terminal:,heidloff_net-page3_elem5-51,{},False,Standard
heidloff_net,WatsonEmbed,page5_elem0,heidloff_net,For example the ‘deploy’ stage cannot be handled generically which is why custom specific scripts need to be provided.,heidloff_net-page5_elem0-26,{},False,Standard
heidloff_net,WatsonEmbed,page3_elem4,heidloff_net,> Why embeddable AI?,heidloff_net-page3_elem4-4,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem6,heidloff_net,grpcEndpoint: port:8085,heidloff_net-page1_elem6-103,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem0,heidloff_net,This article provides an overview how to develop your own GitOps modules to deploy resources to Kubernetes via Helm.,heidloff_net-page2_elem0-2,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem9,heidloff_net,* Watson NLP [https://www.ibm.com/docs/en/watson-libraries?topic=watson-natural-language-processing-library-embed-home],heidloff_net-page2_elem9-48,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem5,heidloff_net,This new functionality allows building exciting AI scenarios on edge devices and the […],heidloff_net-page6_elem5-2,{},False,Standard
heidloff_net,WatsonEmbed,page8_elem7,heidloff_net,The post Developing Serverless Functions with TypeScript [http://heidloff.net/article/serverless-functions-typescript-openwhisk] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page8_elem7-5,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem9,heidloff_net,Check out my earlier blog that introduces the toolkit: Introducing IBM’s Toolkit to handle Everything as Code [http://heidloff.net/article/introducing-ibms-toolkit-to-handle-everything-as-code/].,heidloff_net-page1_elem9-10,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem2,heidloff_net,Read my blog Deploying Kubernetes Resources via GitOps [http://heidloff.net/article/deploying-kubernetes-resources-via-gitops/] for an introduction to GitOps.,heidloff_net-page2_elem2-10,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,* Running IBM Watson Speech to Text in Containers [http://heidloff.net/article/running-ibm-watson-speech-to-text-in-containers/],heidloff_net-page1_elem2-77,{},True,Standard
heidloff_net,WatsonEmbed,page8_elem3,heidloff_net,In order to serve the web applications nginx is used.,heidloff_net-page8_elem3-3,{},False,Standard
heidloff_net,WatsonEmbed,page3_elem4,heidloff_net,> For years IBM Research has invested in developing AI capabilities which are embedded in IBM software offerings.,heidloff_net-page3_elem4-5,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem2,heidloff_net,The core of this service is available as open source and can be run on Kubernetes clusters.,heidloff_net-page6_elem2-2,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,The instructions below describe how to deploy Watson Speech To Text locally to Minikube via kubectl and yaml files.,heidloff_net-page1_elem2-11,{},True,Standard
heidloff_net,WatsonEmbed,page7_elem7,heidloff_net,Pictures from JavaLand 2018.,heidloff_net-page7_elem7-0,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem1,heidloff_net,The NLP containers also provides a gRCP interface [https://github.com/IBM/watson-automation#grpc].,heidloff_net-page2_elem1-69,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem3,heidloff_net,This second version was released at the end of 2021.,heidloff_net-page2_elem3-5,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem6,heidloff_net,"value: ""500000000""",heidloff_net-page1_elem6-91,{},False,Standard
heidloff_net,WatsonEmbed,page6_elem5,heidloff_net,The post Deploying TensorFlow Models on Edge Devices [http://heidloff.net/article/tensorflow-lite-ibm-watson-ios] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page6_elem5-3,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,Next Minikube needs to be started with more memory and disk size than the Minikube defaults.,heidloff_net-page1_elem2-13,{},False,Standard
heidloff_net,WatsonEmbed,page5_elem9,heidloff_net,$ kubectl get all -n olm,heidloff_net-page5_elem9-19,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,Clone a repo with the Kubernetes yaml files to deploy Watson Speech To Text.,heidloff_net-page1_elem2-28,{},True,Standard
heidloff_net,WatsonEmbed,page8_elem0,heidloff_net,Developing OpenWhisk Functions with Spring Boot.,heidloff_net-page8_elem0-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,To find out more about Watson Speech To Speech and Watson for Embed in general check out these resources:,heidloff_net-page1_elem2-68,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem6,heidloff_net,Deploying Models from IBM’s Model Exchange to Kubernetes.,heidloff_net-page6_elem6-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,My post Training IBM Watson NLP Models [http://heidloff.net/article/training-ibm-watson-nlp-models/] explains how to train Watson NLP based models with notebooks in Watson Studio.,heidloff_net-page1_elem0-10,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem3,heidloff_net,* Running and Deploying IBM Watson NLP Containers [http://heidloff.net/article/running-and-deploying-ibm-watson-nlp-containers/],heidloff_net-page1_elem3-18,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem9,heidloff_net,I’ve changed my Augmented Reality sample slightly to run it as a Virtual Reality app that can be experienced […],heidloff_net-page6_elem9-3,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem3,heidloff_net,For example Assistant users don’t use intents anymore but actions.,heidloff_net-page2_elem3-12,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem0,heidloff_net,registry: watson,heidloff_net-page2_elem0-32,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,There are three ways to build deploy Watson NLP and models.,heidloff_net-page1_elem0-17,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem9,heidloff_net,- registry: watson,heidloff_net-page1_elem9-38,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,Standalone containers: One pod with one container including the NLP runtime and the models,heidloff_net-page1_elem0-19,{},True,Standard
heidloff_net,WatsonEmbed,page3_elem4,heidloff_net,Here are some of the resources that help you getting started.,heidloff_net-page3_elem4-11,{},False,Standard
heidloff_net,WatsonEmbed,page6_elem8,heidloff_net,TensorFlow.js even allows the training of models in browsers […],heidloff_net-page6_elem8-4,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem3,heidloff_net,* Entitlement Key [https://www.ibm.com/account/reg/us-en/subscribe?formid=urx-51726],heidloff_net-page1_elem3-44,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem7,heidloff_net,* Watson NLP runtime: Executes the core functionality and provides REST and gRPC interfaces.,heidloff_net-page1_elem7-14,{},True,Standard
heidloff_net,WatsonEmbed,page5_elem4,heidloff_net,The Kubernetes Operator Metamodel.,heidloff_net-page5_elem4-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem9,heidloff_net,Their purpose is to put the model artifacts on disk so that the Watson NLP runtime container can access them.,heidloff_net-page1_elem9-54,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem5,heidloff_net,To run STT as container the container image needs to be built first.,heidloff_net-page2_elem5-14,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem9,heidloff_net,- name: terraform_gitops_watson_nlp_imagePullSecrets,heidloff_net-page1_elem9-33,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem5,heidloff_net,The post Running IBM Watson Text to Speech in Containers [http://heidloff.net/article/running-ibm-watson-text-to-speech-in-containers/] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page2_elem5-66,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem1,heidloff_net,For software development there are many methodologies patterns and techniques to build deploy and run applications.,heidloff_net-page6_elem1-1,{},False,Standard
heidloff_net,WatsonEmbed,page6_elem3,heidloff_net,This […],heidloff_net-page6_elem3-4,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,--docker-password=<your IBM Entitlement Key> \,heidloff_net-page1_elem2-25,{},False,Standard
heidloff_net,WatsonEmbed,page3_elem1,heidloff_net,Handling of Versions of TechZone Toolkit Modules.,heidloff_net-page3_elem1-0,{},False,Standard
heidloff_net,WatsonEmbed,page6_elem7,heidloff_net,In March IBM announced Deep Learning as a Service (DLaaS) which is part of IBM Watson Studio.,heidloff_net-page6_elem7-1,{},False,Standard
heidloff_net,WatsonEmbed,page8_elem3,heidloff_net,I’ve open sourced some sample code that shows how to deploy Angular React and Vue web applications to Kubernetes on the IBM Cloud.,heidloff_net-page8_elem3-1,{},False,Standard
heidloff_net,WatsonEmbed,page5_elem0,heidloff_net,Tekton without Tekton in DevSecOps Pipelines.,heidloff_net-page5_elem0-0,{},False,Standard
heidloff_net,WatsonEmbed,page8_elem5,heidloff_net,The post Accessing Machine Learning Models via REST APIs [http://heidloff.net/article/machine-learning-models-rest-apis] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page8_elem5-4,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,- cp model/* /models/pool2,heidloff_net-page1_elem2-38,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem8,heidloff_net,This post describes how to run Watson Text To Speech locally in Minikube.,heidloff_net-page1_elem8-3,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem1,heidloff_net,"text: ""It is so easy to embed Watson NLP in applications.""",heidloff_net-page1_elem1-107,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem9,heidloff_net,This post describes how custom Watson NLP models can be deployed with TechZone Deployer an opinionated deployment and operations toolkit based on Terraform and ArgoCD.,heidloff_net-page1_elem9-3,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,First you need to install Minikube for example via brew on MacOS.,heidloff_net-page1_elem2-12,{},False,Standard
heidloff_net,WatsonEmbed,page5_elem8,heidloff_net,Defining Dependencies in Kubernetes Operators.,heidloff_net-page5_elem8-0,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem5,heidloff_net,Running IBM Watson Text to Speech in Containers.,heidloff_net-page2_elem5-0,{},True,Standard
heidloff_net,WatsonEmbed,page6_elem4,heidloff_net,Building machine learning models however often requires a lot of expertise and time.,heidloff_net-page6_elem4-2,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem1,heidloff_net,Running IBM Watson NLP in Minikube.,heidloff_net-page2_elem1-0,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem6,heidloff_net,| jar x,heidloff_net-page1_elem6-68,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem1,heidloff_net,This post describes how to run Watson NLP locally in Minikube.,heidloff_net-page2_elem1-3,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem8,heidloff_net,image: cp.icr.io/cp/ai/watson-tts-en-us-allisonv3voice:1.0.0,heidloff_net-page1_elem8-34,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem1,heidloff_net,How to run NLP locally in Minikube,heidloff_net-page2_elem1-8,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem7,heidloff_net,Running IBM Watson Speech to Text in Containers.,heidloff_net-page2_elem7-0,{},True,Standard
heidloff_net,WatsonEmbed,page8_elem5,heidloff_net,Developers can access these models from applications for example to run predictions.,heidloff_net-page8_elem5-2,{},False,Standard
heidloff_net,WatsonEmbed,page8_elem6,heidloff_net,A/B testing allows running multiple variants of functionality in parallel so that through analytics of user […],heidloff_net-page8_elem6-4,{},False,Standard
heidloff_net,WatsonEmbed,page6_elem3,heidloff_net,This allows developers adding AI to applications without having to be data scientists.,heidloff_net-page6_elem3-3,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,To set some context check out the landing page IBM Watson Speech Libraries for Embed [https://www.ibm.com/products/watson-speech-embed-libraries].,heidloff_net-page1_elem2-4,{},True,Standard
heidloff_net,WatsonEmbed,page3_elem3,heidloff_net,Configuring the TechZone Toolkit.,heidloff_net-page3_elem3-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,How to run STS locally via Minikube,heidloff_net-page1_elem2-9,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,* Watson Speech To Text SaaS Model Catalog [https://cloud.ibm.com/docs/speech-to-text?topic=speech-to-text-models],heidloff_net-page1_elem2-71,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem1,heidloff_net,To try it a trial [https://www.ibm.com/products/ibm-watson-natural-language-processing] is available.,heidloff_net-page1_elem1-4,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem7,heidloff_net,- name: watson-nlp-runtime,heidloff_net-page1_elem7-33,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,The Watson NLP containers can be run on different container platforms they provide REST and gRCP interfaces they can be extended with custom models and they can easily be embedded in solutions.,heidloff_net-page1_elem0-5,{},True,Standard
heidloff_net,WatsonEmbed,page5_elem0,heidloff_net,deploy:,heidloff_net-page5_elem0-34,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,While this offering is new the underlaying functionality has been used and optimized for a long time in IBM offerings like the IBM Watson Assistant and NLU (Natural Language Understanding) SaaS services and IBM Cloud Pak for Data.,heidloff_net-page1_elem0-6,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem1,heidloff_net,* Model catalog [https://www.ibm.com/docs/en/watson-libraries?topic=models-catalog],heidloff_net-page2_elem1-72,{},True,Standard
heidloff_net,WatsonEmbed,page2_elem2,heidloff_net,Understanding TechZone Toolkit GitOps Modules.,heidloff_net-page2_elem2-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem4,heidloff_net,The post Deploying Watson NLP to IBM Code Engine [http://heidloff.net/article/deploying-watson-nlp-to-ibm-code-engine/] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page1_elem4-62,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,* Automation for Watson NLP Deployments [https://github.com/IBM/watson-automation],heidloff_net-page1_elem0-70,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,$ kubectl port-forward svc/ibm-watson-tts-embed 1080,heidloff_net-page1_elem2-57,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,* IBM Watson NLP Trial [https://www.ibm.com/account/reg/us-en/signup?formid=urx-51726],heidloff_net-page1_elem0-68,{},True,Standard
heidloff_net,WatsonEmbed,page3_elem4,heidloff_net,Containers are a great technology to help running AI services everywhere.,heidloff_net-page3_elem4-9,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem0,heidloff_net,FROM ${WATSON_RUNTIME_BASE} as release,heidloff_net-page1_elem0-49,{},True,Standard
heidloff_net,WatsonEmbed,page3_elem4,heidloff_net,The post IBM announces Embeddable AI [http://heidloff.net/article/ibm-announces-embeddable-ai/] appeared first on Niklas Heidloff [http://heidloff.net].,heidloff_net-page3_elem4-33,{},True,Standard
heidloff_net,WatsonEmbed,page7_elem1,heidloff_net,Last week my colleagues and I attended We Are Developers in Vienna a developer conference with 8000 attendees.,heidloff_net-page7_elem1-1,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,- -c,heidloff_net-page1_elem2-37,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem6,heidloff_net,value: info,heidloff_net-page1_elem6-87,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem0,heidloff_net,Developing TechZone Toolkit GitOps Modules with Helm.,heidloff_net-page2_elem0-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem3,heidloff_net,* IBM’s Embeddable AI [https://www.ibm.com/partnerworld/program/embeddableai],heidloff_net-page1_elem3-4,{},True,Standard
heidloff_net,WatsonEmbed,page4_elem8,heidloff_net,fsGroup: 2000,heidloff_net-page4_elem8-27,{},False,Standard
heidloff_net,WatsonEmbed,page2_elem9,heidloff_net,Deploying TechZone Toolkit Modules on existing Clusters.,heidloff_net-page2_elem9-0,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem6,heidloff_net,To invoke Watson NLP from local code or via commands forward the port.,heidloff_net-page1_elem6-60,{},True,Standard
heidloff_net,WatsonEmbed,page8_elem3,heidloff_net,The file also shows how to access other domains […],heidloff_net-page8_elem3-5,{},False,Standard
heidloff_net,WatsonEmbed,page7_elem3,heidloff_net,Get the code from GitHub.,heidloff_net-page7_elem3-3,{},False,Standard
heidloff_net,WatsonEmbed,page8_elem4,heidloff_net,The post Slides: When to use Serverless?,heidloff_net-page8_elem4-6,{},False,Standard
heidloff_net,WatsonEmbed,page5_elem0,heidloff_net,# Documentation: https://pages.github.ibm.com/one-pipeline/docs/custom-scripts.html,heidloff_net-page5_elem0-27,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem7,heidloff_net,Read the post Building custom IBM Watson NLP Images [http://heidloff.net/article/building-custom-ibm-watson-nlp-images-models/] for details.,heidloff_net-page1_elem7-18,{},True,Standard
heidloff_net,WatsonEmbed,page7_elem0,heidloff_net,Building AR Applications with Unity and IBM Watson.,heidloff_net-page7_elem0-0,{},False,Standard
heidloff_net,WatsonEmbed,page7_elem2,heidloff_net,Last week my colleagues and I attended JAX which is a developer conference with 2000 attendees with a focus on Java and enterprise technologies.,heidloff_net-page7_elem2-1,{},False,Standard
heidloff_net,WatsonEmbed,page1_elem2,heidloff_net,The container images are stored in an IBM container registry that is accessed via an IBM Entitlement Key [https://www.ibm.com/account/reg/us-en/subscribe?formid=urx-51726].,heidloff_net-page1_elem2-8,{},True,Standard
heidloff_net,WatsonEmbed,page1_elem9,heidloff_net,The NLP runtime container runs in the Watson NLP pod at runtime.,heidloff_net-page1_elem9-51,{},True,Standard
